# mntjulip DSA
GeneName	GroupID	FeatureID	FeatureType	FeatureLabel	strand	p-value	q-value	log2FoldChange	ReadCount1	ReadCount2	PSI	avg_read_counts(0)	avg_read_counts(1)
NEIL3	J007065	J007065	intron	chr4:177310109-177322459	+	9.40048e-05	0.000674025	-2.88024	17.995057,14.403742,13.621444,16.616951,15.058439,2.016372,2.029568,3.905975,3.905975,0.0	.	.	15.539127	2.371578
NEIL3	J007066	J007066	intron	chr4:177310109-177335688	+	0.000198085	0.00133211	3.85902	2.887964,1.00202,1.00202,0.0,0.0,13.824308,13.663701,15.113632,13.663701,5.837262	.	.	0.978401	12.420521
NEIL3	J007067	J007067	intron	chr4:177335822-177336108	+	0.958572	1	0.0717974	21.552622,21.552622,22.213669,26.438451,18.823483,26.766569,22.288507,20.947736,27.072325,18.796142	.	.	22.116169	23.174256
NEIL3	J007068	J007068	intron	chr4:177336321-177339783	+	1.06846e-05	0.000100023	-4.19996	19.18584,19.18584,21.817499,19.18584,16.633509,0.0,3.836301,1.01555,1.01555,2.927053	.	.	19.201706	1.758891
NEIL3	J007069	J007069	intron	chr4:177339857-177341476	+	9.09785e-06	8.7525e-05	-4.05075	23.108086,17.823085,23.108086,16.315921,16.478962,1.00627,2.918003,1.011162,1.011162,1.982601	.	.	19.366828	1.58584
NEIL3	J007070	J007070	intron	chr4:177341642-177351380	+	5.60909e-05	0.000426354	-4.17991	19.295736,19.979943,23.161161,19.295736,14.058454,1.013973,1.006998,3.723528,0.0,3.723528	.	.	19.158206	1.893605
NEIL3	J007071	J007071	intron	chr4:177351549-177353308	+	1.67966e-05	0.000147051	-3.42478	22.085653,22.085653,23.973514,22.729606,16.320419,2.015989,2.984478,0.0,0.0,3.905167	.	.	21.438969	1.781127
NEIL3	J007072	J007072	intron	chr4:177353728-177360503	+	1	1	0	14.703459,19.075363,17.846836,18.610442,20.662245,2.700791,0.973896,0.0,0.0,0.0	.	.	18.179669	0.734937
NEIL3	J007073	J007073	intron	chr4:177360677-177362289	+	2.89518e-06	3.3888e-05	-4.41572	16.237092,21.793737,17.007044,20.519216,25.798647,0.99748,0.0,0.993897,1.96235,0.0	.	.	20.271147	0.790745
ANKRD37	J007074	J007074	intron	chr4:185396950-185397150	+	1	1	0.151762	12.972635,17.501633,16.07885,17.501633,17.815597,13.606214,19.499522,22.048863,19.499522,13.508486	.	.	16.37407	17.632521
ANKRD37	J007075	J007075	intron	chr4:185397302-185398937	+	0.656294	1	0.138088	37.028174,35.525205,31.670899,37.512424,42.381888,46.294002,41.568355,43.768552,40.641016,36.051746	.	.	36.823718	41.664734
ANKRD37	J007076	J007076	intron	chr4:185399028-185399570	+	1	1	-0.0869067	33.96599,36.023663,31.745342,38.406995,34.184793,35.140689,35.058134,32.465906,31.917735,31.917735	.	.	34.865357	33.30004
ANKRD37	J007077	J007077	intron	chr4:185399773-185400017	+	0.936973	1	0.00746062	34.465878,29.621007,32.94104,31.330433,26.816642,28.800663,31.193197,31.740064,29.484766,34.32732	.	.	31.035	31.109202
FAT1	J007078	J007078	intron	chr4:186589220-186590368	-	0.0378527	0.186998	0.308062	819.426013,819.722493,819.426013,819.280919,817.779193,1006.054509,1005.713878,1006.053993,1005.830283,1005.973479	.	.	819.126926	1005.925228
FAT1	J007079	J007079	intron	chr4:186589220-186590505	-	0.92247	1	-0.17585	5.284505,8.813638,7.976753,9.623889,6.143473,5.110377,8.737813,8.737813,6.156958,7.046906	.	.	7.568452	7.157973
FAT1	J007080	J007080	intron	chr4:186589220-186595689	-	0.0945167	0.439599	-0.235403	835.84453,835.393386,835.374303,835.5587,834.248852,705.065481,704.841297,704.736445,704.884968,704.456554	.	.	835.283954	704.796949
FAT1	J007081	J007081	intron	chr4:186590403-186595689	-	0.0539265	0.260489	0.248089	823.526865,823.513805,823.402763,823.25244,825.781567,988.0266,985.479258,985.855948,985.493219,985.63279	.	.	823.895488	986.097563
FAT1	J007082	J007082	intron	chr4:186595826-186596540	-	1	1	0.043518	1643.812384,1643.788005,1643.817608,1643.974294,1640.240931,1680.438287,1679.511663,1679.566778,1679.618546,1679.419789	.	.	1643.126644	1679.711013
FAT1	J007083	J007083	intron	chr4:186595826-186597034	-	0.936959	1	-0.340281	8.960361,8.960361,9.780356,8.11303,6.215154,6.097727,9.594529,8.785987,6.193723,7.087821	.	.	8.405852	7.551957
FAT1	J007084	J007084	intron	chr4:186597171-186597682	-	0.278335	1	-0.218556	817.87762,818.168725,818.459439,817.778291,819.338544,703.385567,703.880001,703.336642,703.424387,703.704896	.	.	818.324524	703.546299
FAT1	J007085	J007085	intron	chr4:186597792-186597972	-	0.341002	1	-0.161103	792.299288,792.334404,792.28524,792.404618,791.044895,703.376373,703.791945,703.73062,703.362252,703.826978	.	.	792.073689	703.617634
FAT1	J007086	J007086	intron	chr4:186598125-186599898	-	0.310237	1	-0.175322	794.018397,794.011402,794.318994,794.060367,793.306726,701.105738,700.402913,700.455958,700.535497,700.615002	.	.	793.943177	700.623022
FAT1	J007087	J007087	intron	chr4:186600360-186601269	-	0.0919631	0.428728	-0.250724	828.325166,828.447845,828.098998,828.014933,828.027531,695.992705,697.383492,697.410225,697.828543,697.0981	.	.	828.182895	697.142613
FAT1	J007088	J007088	intron	chr4:186601426-186602903	-	0.0162505	0.0842183	-0.336413	850.962407,850.612203,850.83959,851.054475,849.980848,672.908372,673.089608,672.937276,673.279842,673.175238	.	.	850.689905	673.078067
FAT1	J007089	J007089	intron	chr4:186603034-186603176	-	0.0959506	0.44574	-0.23881	808.814412,809.010367,809.253373,809.556743,803.997149,677.348191,677.349364,677.292897,677.546861,677.612645	.	.	808.126409	677.429992
FAT1	J007090	J007090	intron	chr4:186603977-186604377	-	0.0782799	0.368827	-0.232771	818.907267,819.111803,818.834643,819.138181,816.2647,687.0092,685.568244,686.147275,685.328744,685.91772	.	.	818.451319	685.994237
FAT1	J007091	J007091	intron	chr4:186604574-186606070	-	0.180115	0.796035	-0.244741	819.139375,819.297656,819.020589,819.198744,817.507071,690.794547,690.399067,690.816486,690.571594,691.015788	.	.	818.832687	690.719496
FAT1	J007092	J007092	intron	chr4:186606213-186609183	-	0.270089	1	-0.227582	787.343399,786.902884,786.589698,786.85309,785.757707,678.044261,679.578226,679.681095,680.287771,679.942681	.	.	786.689356	679.506807
FAT1	J007093	J007093	intron	chr4:186609320-186609801	-	0.0821212	0.386075	-0.246832	833.76428,833.592001,833.496232,833.48346,835.318304,705.642539,705.526509,705.046395,705.474192,705.622385	.	.	833.930855	705.462404
FAT1	J007094	J007094	intron	chr4:186610015-186611386	-	0.0460411	0.224939	-0.278575	821.190483,821.577723,821.695727,821.348087,816.032285,673.497118,671.578841,671.626619,671.53105,671.253612	.	.	820.368861	671.897448
FAT1	J007095	J007095	intron	chr4:186611775-186613109	-	0.16046	0.718698	-0.248072	813.872111,813.872111,813.504533,813.892143,813.528776,684.298165,684.477832,684.302535,684.984322,684.127071	.	.	813.733935	684.437985
FAT1	J007096	J007096	intron	chr4:186613342-186614191	-	0.0301704	0.150756	-0.298862	826.414073,826.173991,826.070091,826.115553,825.551888,672.964935,672.836149,673.074224,672.902842,673.511463	.	.	826.065119	673.057923
FAT1	J007097	J007097	intron	chr4:186614344-186617005	-	0.192179	0.842681	-0.201287	806.824378,807.007513,806.498418,806.742934,807.42881,694.238688,693.369567,693.846857,693.432676,694.017661	.	.	806.900411	693.78109
FAT1	J007098	J007098	intron	chr4:186617201-186617708	-	0.228933	0.986151	-0.211157	818.565006,818.63769,818.835796,818.796189,821.040014,712.619098,712.676246,712.719036,712.667687,712.307861	.	.	819.174939	712.597986
FAT1	J007099	J007099	intron	chr4:186621775-186628154	-	0.0363657	0.180033	-0.316448	837.142935,836.914851,837.25056,836.965557,836.580068,675.816443,674.341195,674.20835,674.483421,674.236825	.	.	836.970794	674.617247
FAT1	J007100	J007100	intron	chr4:186628364-186628488	-	0.111159	0.511444	-0.216155	812.619555,813.061234,812.833815,812.653047,810.540851,690.329594,690.420792,691.019831,691.119483,690.956389	.	.	812.3417	690.769218
FAT1	J007101	J007101	intron	chr4:186628763-186633684	-	0.264715	1	-0.17872	793.989,794.317587,794.429329,794.030975,789.696601,692.993052,696.337002,696.122517,696.310205,696.122517	.	.	793.292698	695.577059
FAT1	J007102	J007102	intron	chr4:186633823-186636025	-	0.144969	0.653877	-0.243833	813.091731,812.944557,813.024846,812.964632,811.49661,681.995747,685.178835,685.068355,684.976238,685.25245	.	.	812.704475	684.494325
FAT1	J007103	J007103	intron	chr4:186636235-186636585	-	0.199636	0.872693	-0.187409	796.630137,796.108561,796.26169,796.296477,792.786691,689.580842,688.356185,688.447532,688.766891,688.83981	.	.	795.616711	688.798252
FAT1	J007104	J007104	intron	chr4:186636914-186639722	-	0.0464395	0.226626	-0.341008	823.429574,823.259726,823.213975,823.312001,821.543411,662.476722,659.273062,659.273062,659.609079,659.184009	.	.	822.951737	659.963187
FAT1	J007105	J007105	intron	chr4:186639783-186663299	-	0.0649305	0.309393	-0.294925	818.963284,818.758616,818.963284,818.75201,822.542873,673.650368,674.014886,673.891446,674.100294,673.938933	.	.	819.596013	673.919185
FAT1	J007106	J007106	intron	chr4:186663613-186706563	-	0.136026	0.615701	-0.219305	818.670686,819.139468,818.895299,819.350419,818.08492,696.70688,696.778795,696.76093,697.180291,697.07331	.	.	818.828158	696.900041
FAT1	J007107	J007107	intron	chr4:186709845-186723664	-	0.451068	1	-0.174603	573.759738,573.938301,573.644839,573.030606,574.249871,506.850751,508.169992,508.631395,508.504265,508.551952	.	.	573.724671	508.141671
FAT1	J007108	J007108	intron	chr4:186709845-186726354	-	0.96226	1	0.138538	217.748185,218.69044,220.012989,217.951242,216.067996,231.965167,228.615024,231.044483,230.36774,231.835702	.	.	218.09417	230.765623
CCDC127	J007109	J007109	intron	chr5:205958-216729	-	0.85452	1	0.113463	29.609137,24.316625,26.196618,26.795246,23.074865,24.983215,31.588003,28.288849,29.986709,26.478807	.	.	25.998498	28.265117
CCDC127	J007110	J007110	intron	chr5:216859-218093	-	0.000232472	0.00154354	0	12.684771,10.295124,8.564549,15.561569,9.296656,0.0,0.0,0.0,0.0,0.0	.	.	11.280534	0.0
SLC9A3	J007111	J007111	intron	chr5:473382-474883	-	0.655997	1	0.496169	5.101974,8.539081,5.101974,6.87863,3.099759,7.944946,5.227963,7.039234,9.533642,7.039234	.	.	5.744284	7.357004
SLC9A3	J007112	J007112	intron	chr5:475132-475561	-	0.903701	1	0.360511	7.027577,7.027577,7.027577,7.885414,7.009992,6.165789,8.157674,11.402515,9.008326,9.008326	.	.	7.195627	8.748526
SLC9A3	J007113	J007113	intron	chr5:475671-476020	-	0.765423	1	-0.140495	12.07667,13.612521,12.07667,11.272682,13.700283,11.768834,11.565218,9.978508,5.508246,10.784085	.	.	12.547765	9.920978
SLC9A3	J007114	J007114	intron	chr5:476092-476202	-	1	1	-0.240565	5.679977,13.958702,12.533713,11.785288,8.382432,10.967728,10.126669,13.237501,10.126669,9.286268	.	.	10.468022	10.748967
SLC9A3	J007115	J007115	intron	chr5:476378-476543	-	0.973604	1	0.568201	7.577243,8.484895,14.76453,15.453247,7.24667,14.515869,10.274312,12.663649,11.891731,9.424861	.	.	10.705317	11.754084
SLC9A3	J007116	J007116	intron	chr5:476672-477332	-	0.493516	1	0.462226	7.988579,6.224408,7.988579,9.637638,7.083753,12.708465,10.108356,7.499031,12.472799,10.921125	.	.	7.784591	10.741955
SLC9A3	J007117	J007117	intron	chr5:477444-479836	-	0.693602	1	-0.523979	15.010992,12.807901,7.734841,12.030466,12.931388,9.033934,8.210324,9.064972,10.692494,9.891626	.	.	12.103118	9.37867
SLC9A3	J007118	J007118	intron	chr5:479965-481565	-	0.984574	1	0.138374	10.854656,9.209457,6.518262,14.561718,9.073847,9.864057,3.46625,12.496485,8.204808,9.774281	.	.	10.043588	8.761176
SLC9A3	J007119	J007119	intron	chr5:481635-482068	-	0.999078	1	0.116988	13.352173,10.222793,9.376236,11.835026,11.014364,12.729666,7.511201,7.511201,13.956694,11.725387	.	.	11.160118	10.68683
SLC9A3	J007120	J007120	intron	chr5:482157-482548	-	0.948915	1	0.130279	8.215881,9.071077,7.330415,12.23086,11.599421,11.686359,7.294579,6.379387,9.853317,11.426824	.	.	9.689531	9.328093
SLC9A3	J007121	J007121	intron	chr5:482750-483262	-	1	1	0.0052846	10.994055,8.460538,10.994055,14.023425,8.297824,11.74829,10.744549,9.111341,6.442815,10.744549	.	.	10.553979	9.758309
SLC9A3	J007122	J007122	intron	chr5:483482-484520	-	0.865681	1	-0.129242	11.174872,10.349508,15.639676,11.174872,9.278358,8.194131,10.100827,10.913085,14.631928,7.493148	.	.	11.523457	10.266624
SLC9A3	J007123	J007123	intron	chr5:484697-485153	-	0.982135	1	-0.118988	17.260399,12.207192,10.561017,12.207192,11.203916,11.103208,8.627082,11.193925,15.663097,12.770331	.	.	12.687943	11.871529
SLC9A3	J007124	J007124	intron	chr5:485231-488316	-	0.99987	1	-0.0213526	14.766265,7.578539,10.206947,10.206947,15.757037,11.029385,14.800738,10.234171,10.234171,10.234171	.	.	11.703147	11.306527
SLC9A3	J007125	J007125	intron	chr5:488476-491769	-	0.815749	1	0.263034	9.155207,9.155207,10.793838,9.987596,11.708747,12.157319,18.016912,13.080585,11.479595,11.479595	.	.	10.160119	13.242801
SLC9A3	J007126	J007126	intron	chr5:492071-524112	-	0.956382	1	0.135095	11.13875,8.581124,11.936586,16.270505,7.389538,11.0294,13.371484,11.852976,12.623321,6.658993	.	.	11.063301	11.107235
CEP72	J007127	J007127	intron	chr5:619117-620069	+	1	1	0	12.779128,7.64262,8.447538,10.543225,0.0,0.528052,0.0,0.0,0.0,0.0	.	.	7.882502	0.10561
CEP72	J007128	J007128	intron	chr5:620261-624471	+	1	1	0	7.064427,11.842634,9.564824,5.246889,0.0,0.540727,0.0,0.0,0.0,0.0	.	.	6.743755	0.108145
CEP72	J007129	J007129	intron	chr5:624579-633769	+	1	1	0	9.097129,10.730645,10.730645,9.097129,0.0,0.623528,0.0,0.0,0.0,0.0	.	.	7.93111	0.124706
CEP72	J007130	J007130	intron	chr5:633947-635372	+	1	1	0	9.544004,6.729653,6.079218,3.509788,0.0,4.28989,0.0,0.0,0.0,0.0	.	.	5.172533	0.857978
CEP72	J007131	J007131	intron	chr5:635584-637517	+	1	1	0	11.750584,12.102151,10.080352,6.779007,9.580857,6.357829,0.0,0.0,0.0,0.0	.	.	10.05859	1.271566
CEP72	J007132	J007132	intron	chr5:637818-639089	+	1	1	0	10.027854,12.973317,9.215219,10.027854,0.0,0.557281,0.0,0.0,0.0,0.0	.	.	8.448849	0.111456
CEP72	J007133	J007133	intron	chr5:639224-640408	+	1	1	0	3.32845,12.688863,8.855055,8.015427,0.0,0.795052,0.0,0.0,0.0,0.0	.	.	6.577559	0.15901
CEP72	J007134	J007134	intron	chr5:640604-644299	+	1	1	0	7.549733,10.171512,11.777023,13.289176,10.213605,0.578006,0.0,0.0,0.0,0.0	.	.	10.60021	0.115601
CEP72	J007135	J007135	intron	chr5:644425-647805	+	0.366643	1	0.629423	7.579519,11.02635,11.818925,14.06116,10.131727,11.516388,19.509031,16.806366,11.265356,18.85851	.	.	10.923536	15.59113
CEP72	J007136	J007136	intron	chr5:647916-652988	+	1	1	-0.134301	9.475028,11.950355,7.675907,15.611437,16.772359,11.167835,10.477634,15.107273,11.309883,14.39079	.	.	12.297017	12.490683
SLC12A7	J007137	J007137	intron	chr5:1052451-1053349	-	0.00195654	0.0112732	-0.989037	56.7392,55.332614,53.863138,50.285417,48.256333,26.592053,26.444605,27.664415,29.951898,31.553211	.	.	52.89534	28.441236
SLC12A7	J007138	J007138	intron	chr5:1053482-1057471	-	0.00199415	0.0114848	-0.922811	62.172877,59.207495,56.703355,58.157774,54.785083,33.85415,26.799354,30.405041,28.055819,36.46872	.	.	58.205317	31.116617
SLC12A7	J007139	J007139	intron	chr5:1057649-1060344	-	0.000142922	0.000986732	-1.3659	70.47217,69.884798,70.47217,68.679723,69.014604,32.152302,28.232937,27.008371,25.72429,37.368788	.	.	69.704693	30.097338
SLC12A7	J007140	J007140	intron	chr5:1060451-1063844	-	6.92943e-05	0.000512303	-1.07574	75.70976,76.248525,75.437376,73.758551,73.515457,38.668992,34.798985,35.827717,31.463813,38.711894	.	.	74.933934	35.89428
SLC12A7	J007141	J007141	intron	chr5:1063975-1064083	-	9.51764e-05	0.000681474	-0.958334	72.659322,72.659322,73.226869,73.507318,71.822628,34.427364,36.610628,41.346658,39.07355,37.621139	.	.	72.775092	37.815868
SLC12A7	J007142	J007142	intron	chr5:1064252-1065283	-	0.000487027	0.00307087	-0.782348	70.183068,66.215657,68.103215,70.183068,67.457529,32.23186,42.119036,38.936306,36.431271,40.341848	.	.	68.428507	38.012064
SLC12A7	J007143	J007143	intron	chr5:1065478-1073633	-	0.00173011	0.0100589	-0.919408	80.024492,76.264823,80.53165,81.770663,72.017149,42.770278,43.773855,46.754035,44.217847,43.773855	.	.	78.121755	44.257974
SLC12A7	J007144	J007144	intron	chr5:1073801-1074567	-	0.00229548	0.0131201	-0.793433	63.375392,65.649442,64.040939,68.368705,66.379426,37.759071,36.274188,44.16665,39.781999,38.822727	.	.	65.562781	39.360927
SLC12A7	J007145	J007145	intron	chr5:1074671-1075371	-	0.000561622	0.00350761	-0.88625	66.596438,65.382831,60.761481,62.820227,61.197186,30.974153,33.371969,36.40388,29.973412,36.40388	.	.	63.351633	33.425459
SLC12A7	J007146	J007146	intron	chr5:1075490-1076138	-	0.000457275	0.00289179	-0.772632	54.27673,56.148516,56.148516,56.867846,61.521472,32.603487,30.072124,32.809136,29.490729,32.282596	.	.	56.992616	31.451614
SLC12A7	J007147	J007147	intron	chr5:1076236-1076694	-	9.81515e-05	0.000700431	-1.30899	56.257991,56.616249,54.404648,54.404648,61.164224,23.3206,29.862173,20.853405,25.427126,22.243781	.	.	56.569552	24.341417
SLC12A7	J007148	J007148	intron	chr5:1076812-1077833	-	0.000223777	0.00149031	-1.10944	53.356087,52.204489,53.730914,51.412731,56.342098,30.494631,25.513839,28.444573,24.887923,24.887923	.	.	53.409264	26.845778
SLC12A7	J007149	J007149	intron	chr5:1078007-1078701	-	0.00185083	0.0107171	-0.923361	57.819956,54.143102,58.508178,56.760065,53.152666,29.819583,29.665064,35.254024,26.706209,23.376598	.	.	56.076793	28.964296
SLC12A7	J007150	J007150	intron	chr5:1078758-1079398	-	0.000455257	0.00288045	-1.04724	54.892051,56.003017,56.723081,57.077276,53.309569,27.177832,30.135358,31.190156,22.067064,27.311056	.	.	55.600999	27.576293
SLC12A7	J007151	J007151	intron	chr5:1079496-1081577	-	0.0014327	0.00842131	-1.20175	67.321046,65.221737,63.963042,58.76947,54.98393,28.277008,28.485885,32.810016,30.730139,24.727638	.	.	62.051845	29.006137
SLC12A7	J007152	J007152	intron	chr5:1081744-1083745	-	0.00046825	0.00295901	-0.926489	60.113268,64.322933,60.456388,59.061893,56.296619,33.223816,32.143393,30.50312,29.934163,31.060613	.	.	60.05022	31.373021
SLC12A7	J007153	J007153	intron	chr5:1083956-1085232	-	0.000211571	0.00141686	-1.00645	59.286173,66.029807,59.989278,58.202371,62.695868,29.044383,31.282023,26.057497,30.203209,29.081442	.	.	61.240699	29.133711
SLC12A7	J007154	J007154	intron	chr5:1085473-1086903	-	0.00031625	0.00204841	-0.931202	60.37648,59.003386,58.650999,59.352031,62.57642,31.137757,27.729904,29.553837,33.89839,34.888613	.	.	59.991863	31.4417
SLC12A7	J007155	J007155	intron	chr5:1087033-1088306	-	6.6251e-05	0.000493355	-1.43233	57.465914,60.996756,62.630819,59.279054,64.983128,21.502003,17.653228,23.135873,28.517746,23.733798	.	.	61.071134	22.90853
SLC12A7	J007156	J007156	intron	chr5:1088360-1088982	-	0.000693785	0.00425567	-1.07891	53.834457,49.445736,53.834457,53.834457,57.120478,25.485968,26.492021,23.270482,32.967488,26.492021	.	.	53.613917	26.941596
SLC12A7	J007157	J007157	intron	chr5:1089128-1093533	-	0.000863191	0.00522823	-1.14174	56.430209,54.154167,63.052419,54.154167,59.592943,19.285804,26.549584,22.057725,31.915867,25.34158	.	.	57.476781	25.030112
SLC12A7	J007158	J007158	intron	chr5:1093655-1094154	-	0.000418948	0.00266583	-1.06812	60.703334,54.078181,58.286669,63.268082,62.0859,30.723263,28.227383,31.602674,29.966241,29.398772	.	.	59.684433	29.983667
SLC12A7	J007159	J007159	intron	chr5:1094248-1111868	-	0.000510397	0.00321033	-1.03005	47.083297,43.91069,49.160128,53.299577,48.895631,18.940753,25.776486,23.958841,25.18389,22.675463	.	.	48.469865	23.307087
SLC6A3	J007160	J007160	intron	chr5:1432698-1441359	-	2.6756e-10	1.38468e-08	0	0.982669,0.982669,0.0,0.0,0.996123,0.0,0.0,0.0,0.0,0.0	.	.	0.592292	0.0
DAP	J007161	J007161	intron	chr5:10681169-10683529	-	1	1	-8.33986	3042.087124,3042.086776,3042.086878,3042.087129,3038.966543,30.028007,16.462559,16.430587,16.48375,16.430587	.	.	3041.46289	19.167098
DAP	J007162	J007162	intron	chr5:10683571-10748175	-	1	1	-8.20165	3067.09468,3067.093832,3067.094225,3067.094512,3061.482713,31.357955,17.837882,17.886999,17.886999,17.867412	.	.	3065.971992	20.567449
