group_id	chrom	loc	strand	gene_name	structure	llr	p_value	q_value
g003591	chr16	10611003	+	Clec16a	o	0.429197	0.651032	1
g003592	chr16	10731819	+	Clec16a	i	0.0397933	0.960988	1
g003593	chr16	10741614	+	Clec16a	o	0.064606	0.937437	1
g003594	chr16	11072232	+	Snn	o	0.0361938	0.964453	1
g003595	chr16	11985143	+	Shisa9	i	3.90633	0.0201142	0.206259
g003596	chr16	12244763	+	Shisa9	i	0.022387	0.977862	1
g003597	chr16	12267424	+	Shisa9	o	1.52702e-05	0.999985	1
g003598	chr16	13326571	+	Mkl2	i	4.69365	0.00915322	0.128849
g003599	chr16	13378264	+	Mkl2	o	4.06922	0.0432356	0.309639
g003600	chr16	13808982	+	Rrn3	o	0.0491345	0.952053	1
g003601	chr16	13672078	+	Bfar	i	2.07999	0.124931	0.54852
g003602	chr16	13819436	+	Ntan1	i	0.0833741	0.98277	1
g003603	chr16	13827060	+	Ntan1	o	0.00283669	0.997167	1
g003604	chr16	13827388	+	Ntan1	o	0.0522376	0.949103	1
g003605	chr16	13829078	+	Ntan1	i	0.0002847	0.999715	1
g003606	chr16	13831607	+	Ntan1	o	0.00772461	0.992305	1
g003607	chr16	13831660	+	Ntan1	i	0.417969	0.658383	1
g003608	chr16	13832434	+	Ntan1	i	1.1763	0.308418	0.844563
g003609	chr16	13835135	+	Ntan1	o	0.332755	0.716946	1
g003610	chr16	13944666	+	Mpv17l	o	0.423498	0.932039	1
g003611	chr16	13941023	+	Mpv17l	i	0.193663	0.823936	1
g003612	chr16	13986893	+	RP23-231E23.4	i	1.0693	0.34325	0.887741
g003613	chr16	14088946	+	RP23-231E23.4	o	0.52393	0.592189	1
g003614	chr16	14094003	+	RP23-231E23.4	i	0.971066	0.378679	0.925455
g003615	chr16	16304703	+	Yars2	i	3.6657	0.0255862	0.233472
g003616	chr16	16307210	+	Yars2	o	0.692866	0.500141	1
g003617	chr16	16877832	+	Top3b	o	1.00595	0.365697	0.910956
g003618	chr16	17043686	+	Mapk1	o	1.41901	0.241953	0.75898
g003619	chr16	17277891	+	Tmem191c	i	0.179663	0.835551	1
g003620	chr16	17505016	+	Aifm3	i	0.479162	0.619302	1
g003621	chr16	17507127	+	Aifm3	o	2.29678	0.204095	0.704722
g003622	chr16	17506334	+	Aifm3	i	0.4093	0.664115	1
g003623	chr16	17509626	+	Lztr1	o	0.00347031	0.996536	1
g003624	chr16	17632057	+	Smpd4	i	1.09806	0.333518	0.875326
g003625	chr16	17638496	+	Smpd4	o	0.715643	0.488877	1
g003626	chr16	17648126	+	Ccdc74a	i	5.34765	0.013493	0.165454
g003627	chr16	17650367	+	Ccdc74a	o	1.25999	0.283657	0.816664
g003628	chr16	17764384	+	Klhl22	o	0.0107758	0.989282	1
g003629	chr16	18066696	+	Dgcr6	o	0.209633	0.810882	1
g003630	chr16	18069524	+	Dgcr6	i	0.0659542	0.936174	1
g003631	chr16	18251001	+	Trmt2a	i	0.928942	0.394971	0.946151
g003632	chr16	18251549	+	Trmt2a	o	1.20368	0.300087	0.833158
g003633	chr16	18396959	+	Arvcf	o	5.26355	0.0051769	0.0939072
g003634	chr16	18400253	+	Arvcf	i	0.986447	0.372899	0.918584
g003635	chr16	18401567	+	Arvcf	o	1.05492	0.348219	0.892692
g003636	chr16	18499140	+	RP23-432E14.2,Gnb1l	i	0.168391	0.845024	1
g003637	chr16	18815329	+	Ufd1l	o	2.05075	0.128638	0.557647
g003638	chr16	18894836	+	Hira	i	0.0848753	0.918627	1
g003639	chr16	18896454	+	Hira	o	0.23528	0.79035	1
g003640	chr16	18897698	+	Hira	o	0.135384	0.87338	1
g003641	chr16	18922959	+	Hira,RP23-357J7.8	i	2.20389	0.110373	0.513139
g003642	chr16	18925648	+	Hira,RP23-357J7.8	o	1.42958	0.239408	0.756059
g003643	chr16	20542091	+	Ap2m1	i	1.00858	0.364736	0.91085
g003644	chr16	20542639	+	Ap2m1	o	0.923373	0.397177	0.948842
g003645	chr16	20672876	+	Eif4g1	i	1.28841	0.27571	0.806552
g003646	chr16	20673868	+	Eif4g1	o	0.618365	0.538825	1
g003647	chr16	20674314	+	Eif4g1	i	3.13544	0.0434805	0.310352
g003648	chr16	20675344	+	Eif4g1	o	2.8575	0.0574123	0.362348
g003649	chr16	20675520	+	Eif4g1	i	0.0887072	0.915113	1
g003650	chr16	20681578	+	Eif4g1	i	0.163993	0.848748	1
g003651	chr16	20695739	+	Fam131a	o	5.2843	0.00507059	0.0928822
g003652	chr16	20698922	+	Fam131a	o	0.12574	0.881844	1
g003653	chr16	20718907	+	Polr2h	i	2.51874	0.0805612	0.434492
g003654	chr16	20720519	+	Polr2h	o	2.4324	0.0878258	0.458341
g003655	chr16	20738816	+	Chrd	i	0.024859	0.975447	1
g003656	chr16	20739111	+	Chrd	o	0.0320667	0.968442	1
g003657	chr16	21581698	+	Vps8	i	0.00815354	0.99188	1
g003658	chr16	21640679	+	Vps8	o	0.294627	0.74481	1
g003659	chr16	21795975	+	RP23-245B21.3	i	0.755863	0.469605	1
g003660	chr16	23107820	+	Eif4a2	i	1.26566	0.282054	0.814535
g003661	chr16	23108588	+	Eif4a2	o	0.0192543	0.98093	1
g003662	chr16	23108851	+	Eif4a2	i	8.62739	0.000179132	0.0134618
g003663	chr16	23109985	+	Eif4a2	o	7.59798	0.000501465	0.0240909
g003664	chr16	23113167	+	Eif4a2	o	0.184947	0.831148	1
g003665	chr16	23256959	+	St6gal1	o	1.05516	0.348137	0.892692
g003666	chr16	26712260	+	Il1rap	i	0.476955	0.620671	1
g003667	chr16	29588359	+	Opa1	i	1.36724	0.254809	0.775626
g003668	chr16	29589681	+	Opa1	o	0.746643	0.473955	1
g003669	chr16	29589748	+	Opa1	i	0.00485702	0.995155	1
g003670	chr16	29602212	+	Opa1	o	0.64069	0.526928	1
g003671	chr16	29649011	+	Opa1	i	0.204259	0.815251	1
g003672	chr16	31437992	+	Bdh1	o	0.0656817	0.936429	1
g003673	chr16	31743106	+	Dlg1	o	3.4398	0.0320711	0.262993
g003674	chr16	31743270	+	Dlg1	i	2.68777	0.0680328	0.394582
g003675	chr16	31771757	+	Dlg1	o	0.424102	0.654357	1
g003676	chr16	31781782	+	Dlg1	o	3.92476	0.0492263	0.332207
g003677	chr16	31755016	+	Dlg1	i	1.45189	0.234127	0.748481
g003678	chr16	31842839	+	Dlg1	i	2.25551	0.21131	0.718209
g003679	chr16	31853843	+	Dlg1	o	0.318886	0.726958	1
g003680	chr16	31853884	+	Dlg1	i	4.11903	0.0413397	0.302813
g003681	chr16	31856441	+	Dlg1	o	2.0903	0.12365	0.545865
g003682	chr16	31934043	+	Pigz	i	0.0918224	0.912267	1
g003683	chr16	31942106	+	Pigz	i	0.20696	0.813052	1
g003684	chr16	32251823	+	Wdr53	o	0.0791777	0.923876	1
g003685	chr16	32463031	+	Pcyt1a	o	0.772491	0.461861	1
g003686	chr16	32677985	+	Tnk2	i	3.33669	0.0355544	0.277087
g003687	chr16	32679459	+	Tnk2	o	2.25468	0.104907	0.501465
g003688	chr16	32680807	+	Tnk2	i	2.52728	0.0798761	0.433407
g003689	chr16	32681152	+	Tnk2	o	2.24641	0.105779	0.502928
g003690	chr16	32898939	+	Fyttd1	i	8.02414	0.000327462	0.0192471
g003691	chr16	32902419	+	Fyttd1	o	8.54603	0.000194315	0.0139472
g003692	chr16	32986027	+	Lrch3	i	0.391261	0.676204	1
g003693	chr16	32988431	+	Lrch3	o	0.262655	0.769007	1
g003694	chr16	32994996	+	Lrch3	i	0.974868	0.377242	0.92366
g003695	chr16	33005741	+	Lrch3	i	1.19246	0.303473	0.838676
g003696	chr16	36000182	+	Kpna1	o	1.04231	0.352638	0.898644
g003697	chr16	36829004	+	Iqcb1	o	0.00243903	0.997564	1
g003698	chr16	36858603	+	Iqcb1	i	1.18682	0.305191	0.839895
g003699	chr16	38208090	+	Gsk3b	i	1.70702	0.181406	0.664955
g003700	chr16	38219972	+	Gsk3b	o	0.0346731	0.965921	1
g003701	chr16	38752002	+	B4galt4	o	0.490117	0.612555	1
g003702	chr16	38765915	+	B4galt4	o	0.0252374	0.975078	1
g003703	chr16	42144700	+	Lsamp	i	0.416646	0.659255	1
g003704	chr16	42174145	+	Lsamp	o	1.67961	0.186446	0.673394
g003705	chr16	43569681	+	Zbtb20	o	0.213441	0.8078	1
g003706	chr16	43569781	+	Zbtb20	i	3.22349	0.0917773	0.468505
g003707	chr16	43577030	+	Zbtb20	o	0.0402068	0.960591	1
g003708	chr16	43577561	+	Zbtb20	o	1.55375	0.211453	0.718209
g003709	chr16	44140111	+	Naa50	i	0.131603	0.876689	1
g003710	chr16	44200614	+	Usf3	o	0.00131059	0.99869	1
g003711	chr16	49699549	+	Ift57	i	0.0949727	0.909398	1
g003712	chr16	49703150	+	Ift57	o	0.113969	0.892286	1
g003713	chr16	49868112	+	Cd47	i	0.417622	0.658611	1
g003714	chr16	49884165	+	Cd47	o	3.92034	0.0198344	0.204385
g003715	chr16	49898132	+	Cd47	i	0.322853	0.72408	1
g003716	chr16	49906781	+	Cd47	o	0.230076	0.794474	1
g003717	chr16	49906812	+	Cd47	i	0.788279	0.454627	1
g003718	chr16	49910869	+	Cd47	o	2.89468	0.12232	0.543176
g003719	chr16	49908078	+	Cd47	i	2.64125	0.0712724	0.405109
g003720	chr16	55967060	+	Rpl24	o	0.698799	0.497182	1
g003721	chr16	56005910	+	Zbtb11	o	3.37471	0.0342282	0.270763
g003722	chr16	56082408	+	Senp7	i	3.07017	0.0464133	0.321471
g003723	chr16	56097340	+	Senp7	o	1.60076	0.201743	0.701896
g003724	chr16	56097431	+	Senp7	i	2.07927	0.125021	0.54852
g003725	chr16	56123779	+	Senp7	o	1.3034	0.271606	0.800216
g003726	chr16	58456283	+	Dcbld2	o	1.10097	0.33255	0.87494
g003727	chr16	58728084	+	Cldnd1	i	2.50634	0.285999	0.819277
g003728	chr16	58729438	+	Cldnd1	o	0.547139	0.578603	1
g003729	chr16	64853025	+	Cggbp1	i	0.222008	0.800909	1
g003730	chr16	72742126	+	Robo1	o	3.994	0.0184258	0.197024
g003731	chr16	73002073	+	Robo1	i	0.0314198	0.969069	1
g003732	chr16	81589811	+	Ncam2	i	1.56563	0.208955	0.713871
g003733	chr16	84839081	+	Gabpa	o	0.502611	0.604949	1
g003734	chr16	90220929	+	Sod1	i	0.011696	0.988372	1
g003735	chr16	90225145	+	Sod1	o	0.0732785	0.929342	1
g003736	chr16	91662261	+	Son	i	0.410676	0.663202	1
g003737	chr16	91664822	+	Son	i	0.415191	0.660214	1
g003738	chr16	91675401	+	Son	o	0.0655749	0.936529	1
g003739	chr16	91677704	+	Son	i	1.37782	0.252128	0.772912
g003740	chr16	91841610	+	Itsn1	i	0.00957614	0.99047	1
g003741	chr16	91848722	+	Itsn1	o	0.289664	0.748515	1
g003742	chr16	91869809	+	Itsn1	i	0.668156	0.512653	1
g003743	chr16	92058480	+	Mrps6,Slc5a3	i	0.847057	0.428675	0.98259
g003744	chr16	93780812	+	Dopey2	i	1.56385	0.209328	0.71458
g003745	chr16	93782201	+	Dopey2	o	1.43409	0.238332	0.755057
g003746	chr16	93793231	+	Dopey2	i	0.150196	0.860539	1
g003747	chr16	94403314	+	Ttc3	o	3.1062	0.101721	0.493184
g003748	chr16	94384066	+	Ttc3	i	0.666348	0.513581	1
g003749	chr16	94384784	+	Ttc3	o	0.684778	0.504202	1
g003750	chr16	94384934	+	Ttc3	i	0.0482338	0.952911	1
g003751	chr16	94387337	+	Ttc3	o	0.326219	0.721647	1
g003752	chr16	94385423	+	Ttc3	i	1.2925	0.274584	0.804868
g003753	chr16	94388265	+	Ttc3	o	1.43405	0.238341	0.755057
g003754	chr16	94403368	+	Ttc3	i	0.54607	0.895517	1
g003755	chr16	94409684	+	Ttc3	o	1.511	0.220689	0.731465
g003756	chr16	94410833	+	Ttc3	o	0.242845	0.784393	1
g003757	chr16	94415949	+	Ttc3	o	0.0400164	0.960774	1
g003758	chr16	94435546	+	Ttc3	i	1.1233	0.325204	0.865538
g003759	chr16	94453032	+	Ttc3	i	0.112128	0.89393	1
g003760	chr16	94659693	+	Dyrk1a	i	6.49046	0.00151785	0.0451109
g003761	chr16	96313599	+	B3galt5	o	6.34569	0.00175429	0.0492183
g003762	chr16	98009004	+	.	i	0.475039	0.621861	1
g003763	chr16	4311742	-	Adcy9	i	0.0242775	0.976015	1
g003764	chr16	4770735	-	Cdip1	i	0.472354	0.623532	1
g003765	chr16	4941797	-	Anks3	i	0.627371	0.533994	1
g003766	chr16	4942211	-	Anks3	o	0.724211	0.484707	1
g003767	chr16	5011612	-	Rogdi	o	1.25562	0.2849	0.818367
g003768	chr16	5026508	-	Glyr1	o	0.204302	0.815217	1
g003769	chr16	5031973	-	Glyr1	i	0.0425655	0.958328	1
g003770	chr16	5036919	-	Glyr1	o	0.0470564	0.954034	1
g003771	chr16	5248830	-	Eef2kmt	i	0.103788	0.901416	1
g003772	chr16	5249347	-	Eef2kmt	o	0.302138	0.739236	1
g003773	chr16	10427472	-	Tvp23a	i	0.669099	0.51217	1
g003774	chr16	10542272	-	Dexi	o	1.13683	0.320836	0.860662
g003775	chr16	10530812	-	Dexi	i	0.00288227	0.997122	1
g003776	chr16	11240666	-	Gspt1	o	0.444477	0.64116	1
g003777	chr16	13834846	-	Pdxdc1	i	0.005174	0.994839	1
g003778	chr16	13837043	-	Pdxdc1	o	0.155899	0.855646	1
g003779	chr16	13887697	-	Pdxdc1	o	0.0184439	0.981725	1
g003780	chr16	14140372	-	Marf1	i	3.92938	0.0196558	0.203434
g003781	chr16	14304587	-	Fopnl	i	0.104403	0.900862	1
g003782	chr16	14317294	-	Fopnl	o	0.400416	0.670041	1
g003783	chr16	16316778	-	Dnm1l	i	0.674788	0.717396	1
g003784	chr16	16318764	-	Dnm1l	o	0.291664	0.747019	1
g003785	chr16	16319452	-	Dnm1l	o	0.278717	0.906104	1
g003786	chr16	16318477	-	Dnm1l	i	0.138747	0.870449	1
g003787	chr16	16341468	-	Dnm1l	i	2.13776	0.233209	0.747591
g003788	chr16	16345980	-	Dnm1l	o	0.523249	0.592592	1
g003789	chr16	16345998	-	Dnm1l	o	2.50236	0.0818917	0.438453
g003790	chr16	16342735	-	Dnm1l	i	0.222512	0.800505	1
g003791	chr16	17107224	-	Ppil2	i	0.123593	0.883739	1
g003792	chr16	17111143	-	Ppil2	o	0.0823176	0.920979	1
g003793	chr16	17386236	-	Pi4ka	o	0.361991	0.696289	1
g003794	chr16	17528740	-	Thap7	i	0.725337	0.484161	1
g003795	chr16	17530230	-	Thap7	o	0.291099	0.747442	1
g003796	chr16	17530385	-	Thap7	i	0.457748	0.632707	1
g003797	chr16	17573452	-	Slc7a4	i	0.118996	0.887811	1
g003798	chr16	17575965	-	Slc7a4	i	4.51039	0.029016	0.249613
g003799	chr16	17576081	-	Slc7a4	o	0.00160199	0.998399	1
g003800	chr16	17576640	-	Slc7a4	o	0.0304725	0.996071	1
g003801	chr16	17575968	-	Slc7a4	i	0.413809	0.661127	1
g003802	chr16	17655805	-	Med15	i	13.7124	4.79565e-06	0.00112122
g003803	chr16	17671545	-	Med15	o	9.57113	6.97123e-05	0.00764003
g003804	chr16	17673069	-	Med15	o	0.509047	0.601068	1
g003805	chr16	17674658	-	Med15	i	1.83231	0.160044	0.624564
g003806	chr16	17683159	-	Med15	o	2.10747	0.121545	0.542565
g003807	chr16	17849591	-	Dgcr2,RP23-372H6.5	o	0.978534	0.375862	0.922211
g003808	chr16	17909905	-	Dgcr14	o	0.162168	0.850298	1
g003809	chr16	18224218	-	Zdhhc8	o	1.45747	0.232825	0.747591
g003810	chr16	18259979	-	Dgcr8	i	3.0455	0.0475725	0.326278
g003811	chr16	18303683	-	Tango2	o	0.0526268	0.948734	1
g003812	chr16	18316734	-	Tango2	i	0.19452	0.82323	1
g003813	chr16	18324357	-	Tango2	o	0.0211193	0.979102	1
g003814	chr16	18324450	-	Tango2	i	1.15744	0.509675	1
g003815	chr16	18411957	-	Comt	i	0.236101	0.789701	1
g003816	chr16	18426356	-	Comt	o	1.61114	0.19966	0.69765
g003817	chr16	18623240	-	Sept5	i	0.0960622	0.908408	1
g003818	chr16	18624111	-	Sept5	o	3.5966	0.126024	0.551081
g003819	chr16	18625441	-	Sept5	i	1.18373	0.306135	0.841611
g003820	chr16	18876471	-	Mrpl40	o	3.09043	0.0454823	0.319226
g003821	chr16	20404566	-	Abcc5	o	0.0957004	0.908736	1
g003822	chr16	20402260	-	Abcc5	o	0.0299029	0.97054	1
g003823	chr16	20405884	-	Abcc5	i	0.0170276	0.983117	1
g003824	chr16	20707457	-	Clcn2	i	0.291215	0.747355	1
g003825	chr16	20707843	-	Clcn2	o	0.299837	0.740939	1
g003826	chr16	22248436	-	Tra2b	o	0.773593	0.461352	1
g003827	chr16	22571763	-	Dgkg	i	3.83669	0.0215649	0.214927
g003828	chr16	22575312	-	Dgkg	o	5.20206	0.00550521	0.0974983
g003829	chr16	22580523	-	Dgkg	o	0.914439	0.400741	0.953644
g003830	chr16	23483395	-	Masp1	o	0.114303	0.891988	1
g003831	chr16	24393107	-	Lppos	i	1.8804	0.152529	0.609829
g003832	chr16	28398388	-	Fgf12	i	0.283745	0.903833	1
g003833	chr16	30357274	-	Atp13a3	i	3.05708	0.0470246	0.324705
g003834	chr16	30361420	-	Atp13a3	o	0.66928	0.512077	1
g003835	chr16	30514822	-	Tmem44	i	1.84567	0.15792	0.621517
g003836	chr16	30529412	-	Tmem44	o	2.0763	0.125393	0.549864
g003837	chr16	30547469	-	Tmem44	i	1.00602	0.365672	0.910956
g003838	chr16	31096446	-	Acap2	i	4.80292	0.00820573	0.120914
g003839	chr16	31119447	-	Acap2	i	0.214064	0.807297	1
g003840	chr16	31127321	-	Acap2	o	0.0526323	0.948729	1
g003841	chr16	31311164	-	Apod	i	0.651642	0.521189	1
g003842	chr16	31314552	-	Apod	o	1.2605	0.471509	1
g003843	chr16	31968937	-	Senp5	i	1.26043	0.283532	0.816664
g003844	chr16	31983264	-	Senp5	o	1.83293	0.159944	0.624406
g003845	chr16	32085337	-	Pigx	i	0.000251311	0.999749	1
g003846	chr16	32092344	-	Pigx	o	0.358476	0.86921	1
g003847	chr16	32092485	-	Pigx	i	0.024853	0.975453	1
g003848	chr16	32097000	-	Pigx	o	1.66362	0.189452	0.679122
g003849	chr16	32097063	-	Pigx	i	1.48441	0.226635	0.741427
g003850	chr16	32829322	-	Rubcn	i	0.159432	0.852628	1
g003851	chr16	32835914	-	Rubcn	o	2.34584	0.0957664	0.477516
g003852	chr16	32838353	-	Rubcn	i	5.80621	0.00300882	0.0673528
g003853	chr16	32842998	-	Rubcn	o	6.19452	0.00204059	0.0536725
g003854	chr16	32857045	-	Rubcn	i	0.0191509	0.981031	1
g003855	chr16	34013958	-	Kalrn	o	0.00719429	0.992832	1
g003856	chr16	34016392	-	Kalrn	o	1.20354	0.30013	0.833158
g003857	chr16	34040009	-	Kalrn	i	0.170997	0.842824	1
g003858	chr16	34053560	-	Kalrn	o	0.0138832	0.986213	1
g003859	chr16	34054832	-	Kalrn	o	0.940072	0.3906	0.941035
g003860	chr16	34171272	-	Kalrn	o	6.16179e-06	0.999994	1
g003861	chr16	34227027	-	Kalrn	o	2.78883	0.061493	0.374403
g003862	chr16	34252225	-	Kalrn	o	0.112946	0.893199	1
g003863	chr16	34252399	-	Kalrn	i	4.88261	0.0075772	0.113399
g003864	chr16	34262819	-	Kalrn	i	0.404719	0.667164	1
g003865	chr16	34392109	-	Kalrn	i	1.88675	0.286983	0.819416
g003866	chr16	37140083	-	Stxbp5l	i	1.32072	0.266943	0.794711
g003867	chr16	37174297	-	Stxbp5l	o	3.74294	0.0579223	0.363387
g003868	chr16	37142446	-	Stxbp5l	i	0.82113	0.439934	0.994178
g003869	chr16	37174362	-	Stxbp5l	i	0.926355	0.395994	0.947179
g003870	chr16	37188569	-	Stxbp5l	o	1.14784e-05	0.999989	1
g003871	chr16	38550083	-	Poglut1	o	3.32578	0.0359446	0.278306
g003872	chr16	42249114	-	Gap43	i	0.431461	0.929819	1
g003873	chr16	42292366	-	Gap43	i	0.711429	0.490942	1
g003874	chr16	43880354	-	Qtrtd1	i	0.0792078	0.923848	1
g003875	chr16	43973468	-	Zdhhc23	o	1.79966	0.165356	0.635626
g003876	chr16	43978908	-	Zdhhc23	o	0.591832	0.553312	1
g003877	chr16	43979459	-	.	o	4.50256	0.0110806	0.146355
g003878	chr16	43979176	-	.	i	0.161066	0.851236	1
g003879	chr16	44116882	-	Atp6v1a	i	7.21755	0.00236893	0.0587818
g003880	chr16	45397295	-	Cd200	i	0.31708	0.728273	1
g003881	chr16	45408856	-	Cd200	o	0.28936	0.748743	1
g003882	chr16	45723097	-	Tagln3	i	3.0216	0.109527	0.511239
g003883	chr16	46454624	-	Pvrl3	o	5.5176	0.00401549	0.0808098
g003884	chr16	48927542	-	Dzip3	o	0.976837	0.582077	1
g003885	chr16	48950033	-	Dzip3	i	0.0270786	0.973285	1
g003886	chr16	48953727	-	Dzip3	o	0.00874155	0.991297	1
g003887	chr16	50209144	-	Bbx	i	5.79896	0.00303071	0.0674124
g003888	chr16	50220445	-	Bbx	o	1.25443	0.285239	0.818699
g003889	chr16	50280539	-	Bbx	i	0.011241	0.988822	1
g003890	chr16	50331029	-	Bbx	o	0.0114057	0.988659	1
g003891	chr16	52268499	-	Alcam	i	3.26367	0.0382477	0.288637
g003892	chr16	52270647	-	Alcam	o	4.2808	0.0138316	0.168429
g003893	chr16	55895288	-	Nxpe3	o	0.71492	0.489231	1
g003894	chr16	56029603	-	Pcnp	o	0.76975	0.673184	1
g003895	chr16	56691153	-	Tfg	i	1.01589	0.362079	0.908521
g003896	chr16	56694400	-	Tfg	o	2.13997	0.117659	0.532654
g003897	chr16	56694489	-	Tfg	i	0.560545	0.570898	1
g003898	chr16	57178020	-	Tbc1d23	i	0.0151788	0.984936	1
g003899	chr16	57182851	-	Tbc1d23	o	0.430782	0.650001	1
g003900	chr16	57606666	-	Cmss1	o	0.00686972	0.993154	1
g003901	chr16	58473546	-	St3gal6	i	0.616293	0.539942	1
g003902	chr16	58507614	-	St3gal6	i	0.100402	0.904474	1
g003903	chr16	60425384	-	Epha6	i	0.306035	0.736361	1
g003904	chr16	60526449	-	Epha6	o	0.942511	0.389648	0.940034
g003905	chr16	62785788	-	Nsun3	o	0.0798612	0.923244	1
g003906	chr16	66664506	-	Cadm2	i	0.0295058	0.970925	1
g003907	chr16	66747199	-	Cadm2	o	0.0603267	0.941457	1
g003908	chr16	73895830	-	Robo2	i	0.00611276	0.993906	1
g003909	chr16	73897207	-	Robo2	i	3.68081	0.0252024	0.230971
g003910	chr16	73904383	-	Robo2	o	2.86776	0.0568262	0.360152
g003911	chr16	73928177	-	Robo2	i	1.06258	0.345562	0.89026
g003912	chr16	73933587	-	Robo2	o	0.48946	0.612957	1
g003913	chr16	77414044	-	.	i	2.51602	0.0807801	0.434809
g003914	chr16	84720270	-	Mrpl39	o	0.821674	0.439695	0.994178
g003915	chr16	84831502	-	Atp5j	i	0.209219	0.811217	1
g003916	chr16	84834809	-	Atp5j	o	2.28586	0.205981	0.7089
g003917	chr16	84834942	-	Atp5j	o	0.575617	0.562358	1
g003918	chr16	84831507	-	Atp5j	i	0.71287	0.699513	1
g003919	chr16	84834983	-	Atp5j	i	2.43453	0.087639	0.458212
g003920	chr16	84965770	-	App	i	6.15527	0.00212227	0.0545926
g003921	chr16	84978064	-	App	o	4.96551	0.00697443	0.109161
g003922	chr16	85030365	-	App	i	10.3078	0.000126505	0.0104641
g003923	chr16	85043576	-	App	o	2.91953	0.0539591	0.348284
g003924	chr16	85056324	-	App	o	6.11399	0.0022117	0.0557207
g003925	chr16	87416360	-	Ltn1	i	0.0244952	0.975802	1
g003926	chr16	87914154	-	Grik1	o	1.14664	0.317703	0.856765
g003927	chr16	87950141	-	Grik1	i	0.000312799	0.999687	1
g003928	chr16	87957490	-	Grik1	o	0.0935286	0.910712	1
g003929	chr16	89956107	-	Tiam1	i	4.90643	0.00739885	0.112048
g003930	chr16	90242872	-	Scaf4	o	0.892438	0.409656	0.963913
g003931	chr16	90248703	-	Scaf4	i	0.986524	0.372871	0.918584
g003932	chr16	90939034	-	Synj1	i	3.07761	0.0460691	0.320924
g003933	chr16	90944355	-	Synj1	o	3.68823	0.0608193	0.372673
g003934	chr16	90946862	-	Synj1	i	0.0429466	0.957963	1
g003935	chr16	90950351	-	Synj1	o	0.686174	0.848986	1
g003936	chr16	90947053	-	Synj1	i	2.21756	0.21815	0.727717
g003937	chr16	90949699	-	Synj1	o	3.05048	0.0473364	0.325507
g003938	chr16	90948113	-	Synj1	i	0.86481	0.421132	0.976569
g003939	chr16	90969374	-	Synj1	i	2.80826	0.0603096	0.371063
g003940	chr16	90973910	-	Synj1	o	2.50829	0.0814076	0.436539
g003941	chr16	91010169	-	Synj1	i	0.0738018	0.928856	1
g003942	chr16	91027329	-	Paxbp1	i	0.00269528	0.997308	1
g003943	chr16	91646884	-	Gart	o	0.669534	0.511947	1
g003944	chr16	91695261	-	Cryzl1	o	0.70194	0.495623	1
g003945	chr16	91926571	-	Atp5o	i	0.153953	0.857312	1
g003946	chr16	91928899	-	Atp5o	o	0.0719296	0.930596	1
g003947	chr16	92397436	-	Rcan1	i	2.6449	0.0710125	0.4046
g003948	chr16	94370192	-	Pigp	i	2.55448	0.0777328	0.426806
g003949	chr16	96593414	-	Dscam	i	1.13409	0.321716	0.861466
g003950	chr16	96608036	-	Dscam	o	0.0851579	0.918367	1
g003951	chr17	6451888	-	Tmem181b-ps	o	0.000313574	0.999686	1
g003952	chr17	6467022	-	Tmem181b-ps	i	0.844882	0.429608	0.984045
g003953	chr17	6941669	-	Rsph3b	o	0.145197	0.864852	1
g003954	chr17	8298637	-	RP23-430N15.2	i	0.348952	0.705427	1
g003955	chr17	10216160	-	Qk	o	3.33091	0.0834946	0.444341
g003956	chr17	10217716	-	Qk	o	0.266524	0.911573	1
g003957	chr17	10597281	-	Pacrg	i	0.00825629	0.991778	1
g003958	chr17	12842570	-	Mas1	i	0.842615	0.430583	0.985032
g003959	chr17	12851715	-	Mas1	o	1.17109	0.504487	1
g003960	chr17	12846412	-	Mas1	i	0.79633	0.450981	1
g003961	chr17	12848077	-	Mas1	o	0.000107147	0.999893	1
g003962	chr17	12969559	-	Wtap	i	0.269701	0.763608	1
g003963	chr17	14199278	-	Dact2	i	0.45131	0.636793	1
g003964	chr17	14956734	-	Phf10	o	0.856144	0.424797	0.979248
g003965	chr17	14981743	-	.	i	4.25807	0.0743994	0.415591
g003966	chr17	14992347	-	.	o	3.07548	0.0461674	0.320924
g003967	chr17	14992735	-	.	o	0.293409	0.745717	1
g003968	chr17	14988591	-	.	i	0.701597	0.495793	1
g003969	chr17	15013115	-	.	i	4.72045	0.050976	0.337732
g003970	chr17	15023715	-	.	o	3.46129	0.0313891	0.260658
g003971	chr17	15024103	-	.	o	0.314496	0.730157	1
g003972	chr17	15019959	-	.	i	0.540991	0.582171	1
g003973	chr17	21930492	-	Zfp942	i	4.1929	0.0151024	0.176476
g003974	chr17	23191677	-	Zfp40	o	0.00323107	0.996774	1
g003975	chr17	23580862	-	Zfp13	i	0.464393	0.628516	1
g003976	chr17	23763318	-	Flywch1	i	1.67964	0.339478	0.882979
g003977	chr17	23771415	-	Flywch1	o	0.332419	0.881442	1
g003978	chr17	23829083	-	Elob	o	0.432711	0.648748	1
g003979	chr17	24164882	-	Atp6v0c	i	0.721156	0.48619	1
g003980	chr17	24183852	-	Tbc1d24	i	3.15972	0.0424378	0.307075
g003981	chr17	24185204	-	Tbc1d24	o	3.4126	0.0329553	0.265329
